Tempo_s,Velocita_ms,V_Riferimento_ms,Errore_ms,Forza_N,Accelerazione_ms2
12.750,10.1666,10.0000,-0.1665,533.32,0.0167
12.760,10.1668,10.0000,-0.1666,533.11,0.0165
12.770,10.1669,10.0000,-0.1668,532.90,0.0164
12.780,10.1671,10.0000,-0.1669,532.69,0.0162
12.790,10.1673,10.0000,-0.1671,532.48,0.0161
12.800,10.1674,10.0000,-0.1673,532.28,0.0159
12.810,10.1676,10.0000,-0.1674,532.07,0.0158
12.820,10.1677,10.0000,-0.1676,531.87,0.0157
12.830,10.1679,10.0000,-0.1677,531.67,0.0155
12.840,10.1681,10.0000,-0.1679,531.47,0.0154
12.850,10.1682,10.0000,-0.1681,531.26,0.0152
12.860,10.1684,10.0000,-0.1682,531.07,0.0151
12.870,10.1685,10.0000,-0.1684,530.87,0.0150
12.880,10.1687,10.0000,-0.1685,530.67,0.0148
12.890,10.1688,10.0000,-0.1687,530.47,0.0147
12.900,10.1689,10.0000,-0.1688,530.28,0.0146
12.910,10.1691,10.0000,-0.1689,530.09,0.0144
12.920,10.1692,10.0000,-0.1691,529.89,0.0143
12.930,10.1694,10.0000,-0.1692,529.70,0.0142
12.940,10.1695,10.0000,-0.1694,529.51,0.0140
12.950,10.1697,10.0000,-0.1695,529.32,0.0139
12.960,10.1698,10.0000,-0.1697,529.13,0.0138
12.970,10.1699,10.0000,-0.1698,528.95,0.0136
12.980,10.1701,10.0000,-0.1699,528.76,0.0135
12.990,10.1702,10.0000,-0.1701,528.57,0.0134
13.000,10.1703,10.0000,-0.1702,528.39,0.0133
13.010,10.1705,10.0000,-0.1703,528.21,0.0131
13.020,10.1706,10.0000,-0.1705,528.02,0.0130
13.030,10.1707,10.0000,-0.1706,527.84,0.0129
13.040,10.1709,10.0000,-0.1707,527.66,0.0128
13.050,10.1710,10.0000,-0.1709,527.48,0.0126
13.060,10.1711,10.0000,-0.1710,527.30,0.0125
13.070,10.1712,10.0000,-0.1711,527.13,0.0124
13.080,10.1713,10.0000,-0.1712,526.95,0.0123
13.090,10.1715,10.0000,-0.1713,526.78,0.0121
13.100,10.1716,10.0000,-0.1715,526.60,0.0120
13.110,10.1717,10.0000,-0.1716,526.43,0.0119
13.120,10.1718,10.0000,-0.1717,526.25,0.0118
13.130,10.1719,10.0000,-0.1718,526.08,0.0117
13.140,10.1721,10.0000,-0.1719,525.91,0.0115
13.150,10.1722,10.0000,-0.1721,525.74,0.0114
13.160,10.1723,10.0000,-0.1722,525.57,0.0113
13.170,10.1724,10.0000,-0.1723,525.41,0.0112
13.180,10.1725,10.0000,-0.1724,525.24,0.0111
13.190,10.1726,10.0000,-0.1725,525.07,0.0110
13.200,10.1727,10.0000,-0.1726,524.91,0.0109
13.210,10.1728,10.0000,-0.1727,524.74,0.0107
13.220,10.1729,10.0000,-0.1728,524.58,0.0106
13.230,10.1730,10.0000,-0.1729,524.42,0.0105
13.240,10.1731,10.0000,-0.1730,524.26,0.0104
13.250,10.1733,10.0000,-0.1731,524.10,0.0103
13.260,10.1734,10.0000,-0.1733,523.94,0.0102
13.270,10.1735,10.0000,-0.1734,523.78,0.0101
13.280,10.1736,10.0000,-0.1735,523.62,0.0100
13.290,10.1737,10.0000,-0.1736,523.46,0.0099
13.300,10.1738,10.0000,-0.1737,523.31,0.0097
13.310,10.1738,10.0000,-0.1738,523.15,0.0096
13.320,10.1739,10.0000,-0.1738,523.00,0.0095
13.330,10.1740,10.0000,-0.1739,522.84,0.0094
13.340,10.1741,10.0000,-0.1740,522.69,0.0093
13.350,10.1742,10.0000,-0.1741,522.54,0.0092
13.360,10.1743,10.0000,-0.1742,522.39,0.0091
13.370,10.1744,10.0000,-0.1743,522.24,0.0090
13.380,10.1745,10.0000,-0.1744,522.09,0.0089
13.390,10.1746,10.0000,-0.1745,521.94,0.0088
13.400,10.1747,10.0000,-0.1746,521.79,0.0087
13.410,10.1748,10.0000,-0.1747,521.65,0.0086
13.420,10.1748,10.0000,-0.1748,521.50,0.0085
13.430,10.1749,10.0000,-0.1748,521.35,0.0084
13.440,10.1750,10.0000,-0.1749,521.21,0.0083
13.450,10.1751,10.0000,-0.1750,521.07,0.0082
13.460,10.1752,10.0000,-0.1751,520.92,0.0081
13.470,10.1752,10.0000,-0.1752,520.78,0.0080
13.480,10.1753,10.0000,-0.1752,520.64,0.0079
13.490,10.1754,10.0000,-0.1753,520.50,0.0078
13.500,10.1755,10.0000,-0.1754,520.36,0.0077
13.510,10.1756,10.0000,-0.1755,520.22,0.0076
13.520,10.1756,10.0000,-0.1756,520.08,0.0075
13.530,10.1757,10.0000,-0.1756,519.94,0.0074
13.540,10.1758,10.0000,-0.1757,519.81,0.0073
13.550,10.1759,10.0000,-0.1758,519.67,0.0073
13.560,10.1759,10.0000,-0.1759,519.54,0.0072
13.570,10.1760,10.0000,-0.1759,519.40,0.0071
13.580,10.1761,10.0000,-0.1760,519.27,0.0070
13.590,10.1761,10.0000,-0.1761,519.14,0.0069
13.600,10.1762,10.0000,-0.1761,519.00,0.0068
13.610,10.1763,10.0000,-0.1762,518.87,0.0067
13.620,10.1763,10.0000,-0.1763,518.74,0.0066
13.630,10.1764,10.0000,-0.1763,518.61,0.0065
13.640,10.1765,10.0000,-0.1764,518.48,0.0064
13.650,10.1765,10.0000,-0.1765,518.35,0.0064
13.660,10.1766,10.0000,-0.1765,518.22,0.0063
13.670,10.1767,10.0000,-0.1766,518.10,0.0062
13.680,10.1767,10.0000,-0.1767,517.97,0.0061
13.690,10.1768,10.0000,-0.1767,517.85,0.0060
13.700,10.1768,10.0000,-0.1768,517.72,0.0059
13.710,10.1769,10.0000,-0.1768,517.60,0.0058
13.720,10.1770,10.0000,-0.1769,517.47,0.0058
13.730,10.1770,10.0000,-0.1770,517.35,0.0057
13.740,10.1771,10.0000,-0.1770,517.23,0.0056
13.750,10.1771,10.0000,-0.1771,517.11,0.0055
13.760,10.1772,10.0000,-0.1771,516.98,0.0054
13.770,10.1772,10.0000,-0.1772,516.86,0.0053
13.780,10.1773,10.0000,-0.1772,516.74,0.0053
13.790,10.1773,10.0000,-0.1773,516.63,0.0052
13.800,10.1774,10.0000,-0.1773,516.51,0.0051
13.810,10.1774,10.0000,-0.1774,516.39,0.0050
13.820,10.1775,10.0000,-0.1774,516.27,0.0049
13.830,10.1775,10.0000,-0.1775,516.16,0.0049
13.840,10.1776,10.0000,-0.1775,516.04,0.0048
13.850,10.1776,10.0000,-0.1776,515.93,0.0047
13.860,10.1777,10.0000,-0.1776,515.81,0.0046
13.870,10.1777,10.0000,-0.1777,515.70,0.0045
13.880,10.1778,10.0000,-0.1777,515.58,0.0045
13.890,10.1778,10.0000,-0.1778,515.47,0.0044
13.900,10.1778,10.0000,-0.1778,515.36,0.0043
13.910,10.1779,10.0000,-0.1778,515.25,0.0042
13.920,10.1779,10.0000,-0.1779,515.14,0.0042
13.930,10.1780,10.0000,-0.1779,515.03,0.0041
13.940,10.1780,10.0000,-0.1780,514.92,0.0040
13.950,10.1781,10.0000,-0.1780,514.81,0.0039
13.960,10.1781,10.0000,-0.1781,514.70,0.0039
13.970,10.1781,10.0000,-0.1781,514.59,0.0038
13.980,10.1782,10.0000,-0.1781,514.49,0.0037
13.990,10.1782,10.0000,-0.1782,514.38,0.0036
14.000,10.1782,10.0000,-0.1782,514.27,0.0036
14.010,10.1783,10.0000,-0.1782,514.17,0.0035
14.020,10.1783,10.0000,-0.1783,514.06,0.0034
14.030,10.1783,10.0000,-0.1783,513.96,0.0034
14.040,10.1784,10.0000,-0.1783,513.86,0.0033
14.050,10.1784,10.0000,-0.1784,513.75,0.0032
14.060,10.1784,10.0000,-0.1784,513.65,0.0032
14.070,10.1785,10.0000,-0.1784,513.55,0.0031
14.080,10.1785,10.0000,-0.1785,513.45,0.0030
14.090,10.1785,10.0000,-0.1785,513.35,0.0029
14.100,10.1786,10.0000,-0.1785,513.25,0.0029
14.110,10.1786,10.0000,-0.1786,513.15,0.0028
14.120,10.1786,10.0000,-0.1786,513.05,0.0027
14.130,10.1786,10.0000,-0.1786,512.95,0.0027
14.140,10.1787,10.0000,-0.1786,512.85,0.0026
14.150,10.1787,10.0000,-0.1787,512.76,0.0025
14.160,10.1787,10.0000,-0.1787,512.66,0.0025
14.170,10.1787,10.0000,-0.1787,512.56,0.0024
14.180,10.1788,10.0000,-0.1787,512.47,0.0024
14.190,10.1788,10.0000,-0.1788,512.37,0.0023
14.200,10.1788,10.0000,-0.1788,512.28,0.0022
14.210,10.1788,10.0000,-0.1788,512.18,0.0022
14.220,10.1789,10.0000,-0.1788,512.09,0.0021
14.230,10.1789,10.0000,-0.1789,512.00,0.0020
14.240,10.1789,10.0000,-0.1789,511.90,0.0020
14.250,10.1789,10.0000,-0.1789,511.81,0.0019
14.260,10.1789,10.0000,-0.1789,511.72,0.0019
14.270,10.1789,10.0000,-0.1789,511.63,0.0018
14.280,10.1790,10.0000,-0.1789,511.54,0.0017
14.290,10.1790,10.0000,-0.1790,511.45,0.0017
14.300,10.1790,10.0000,-0.1790,511.36,0.0016
14.310,10.1790,10.0000,-0.1790,511.27,0.0015
14.320,10.1790,10.0000,-0.1790,511.18,0.0015
14.330,10.1790,10.0000,-0.1790,511.09,0.0014
14.340,10.1791,10.0000,-0.1790,511.01,0.0014
14.350,10.1791,10.0000,-0.1791,510.92,0.0013
14.360,10.1791,10.0000,-0.1791,510.83,0.0013
14.370,10.1791,10.0000,-0.1791,510.75,0.0012
14.380,10.1791,10.0000,-0.1791,510.66,0.0011
14.390,10.1791,10.0000,-0.1791,510.58,0.0011
14.400,10.1791,10.0000,-0.1791,510.49,0.0010
14.410,10.1791,10.0000,-0.1791,510.41,0.0010
14.420,10.1791,10.0000,-0.1791,510.32,0.0009
14.430,10.1792,10.0000,-0.1791,510.24,0.0009
14.440,10.1792,10.0000,-0.1792,510.16,0.0008
14.450,10.1792,10.0000,-0.1792,510.08,0.0007
14.460,10.1792,10.0000,-0.1792,509.99,0.0007
14.470,10.1792,10.0000,-0.1792,509.91,0.0006
14.480,10.1792,10.0000,-0.1792,509.83,0.0006
14.490,10.1792,10.0000,-0.1792,509.75,0.0005
14.500,10.1792,10.0000,-0.1792,509.67,0.0005
14.510,10.1792,10.0000,-0.1792,509.59,0.0004
14.520,10.1792,10.0000,-0.1792,509.51,0.0004
14.530,10.1792,10.0000,-0.1792,509.43,0.0003
14.540,10.1792,10.0000,-0.1792,509.36,0.0003
14.550,10.1792,10.0000,-0.1792,509.28,0.0002
14.560,10.1792,10.0000,-0.1792,509.20,0.0002
14.570,10.1792,10.0000,-0.1792,509.12,0.0001
14.580,10.1792,10.0000,-0.1792,509.05,0.0001
14.590,10.1792,10.0000,-0.1792,508.97,0.0000
14.600,10.1792,10.0000,-0.1792,508.90,-0.0000
14.610,10.1792,10.0000,-0.1792,508.82,-0.0001
14.620,10.1792,10.0000,-0.1792,508.75,-0.0001
14.630,10.1792,10.0000,-0.1792,508.67,-0.0002
14.640,10.1792,10.0000,-0.1792,508.60,-0.0002
14.650,10.1792,10.0000,-0.1792,508.52,-0.0003
14.660,10.1792,10.0000,-0.1792,508.45,-0.0003
14.670,10.1792,10.0000,-0.1792,508.38,-0.0004
14.680,10.1792,10.0000,-0.1792,508.31,-0.0004
14.690,10.1792,10.0000,-0.1792,508.24,-0.0005
14.700,10.1792,10.0000,-0.1792,508.16,-0.0005
14.710,10.1792,10.0000,-0.1792,508.09,-0.0006
14.720,10.1792,10.0000,-0.1792,508.02,-0.0006
14.730,10.1792,10.0000,-0.1792,507.95,-0.0007
14.740,10.1792,10.0000,-0.1792,507.88,-0.0007
14.750,10.1792,10.0000,-0.1792,507.81,-0.0008
14.760,10.1791,10.0000,-0.1792,507.74,-0.0008
14.770,10.1791,10.0000,-0.1791,507.67,-0.0009
14.780,10.1791,10.0000,-0.1791,507.61,-0.0009
14.790,10.1791,10.0000,-0.1791,507.54,-0.0009
14.800,10.1791,10.0000,-0.1791,507.47,-0.0010
14.810,10.1791,10.0000,-0.1791,507.40,-0.0010
14.820,10.1791,10.0000,-0.1791,507.34,-0.0011
14.830,10.1791,10.0000,-0.1791,507.27,-0.0011
14.840,10.1791,10.0000,-0.1791,507.20,-0.0012
14.850,10.1791,10.0000,-0.1791,507.14,-0.0012
14.860,10.1790,10.0000,-0.1791,507.07,-0.0013
14.870,10.1790,10.0000,-0.1790,507.01,-0.0013
14.880,10.1790,10.0000,-0.1790,506.94,-0.0013
14.890,10.1790,10.0000,-0.1790,506.88,-0.0014
14.900,10.1790,10.0000,-0.1790,506.82,-0.0014
14.910,10.1790,10.0000,-0.1790,506.75,-0.0015
14.920,10.1790,10.0000,-0.1790,506.69,-0.0015
14.930,10.1789,10.0000,-0.1790,506.63,-0.0015
14.940,10.1789,10.0000,-0.1789,506.56,-0.0016
14.950,10.1789,10.0000,-0.1789,506.50,-0.0016
14.960,10.1789,10.0000,-0.1789,506.44,-0.0017
14.970,10.1789,10.0000,-0.1789,506.38,-0.0017
14.980,10.1789,10.0000,-0.1789,506.32,-0.0018
14.990,10.1788,10.0000,-0.1789,506.26,-0.0018
15.000,10.1788,10.0000,-0.1788,506.20,-0.0018
15.010,10.1788,10.0000,-0.1788,506.14,-0.0019
15.020,10.1788,10.0000,-0.1788,506.08,-0.0019
15.030,10.1788,10.0000,-0.1788,506.02,-0.0019
15.040,10.1787,10.0000,-0.1788,505.96,-0.0020
15.050,10.1787,10.0000,-0.1787,505.90,-0.0020
15.060,10.1787,10.0000,-0.1787,505.84,-0.0021
15.070,10.1787,10.0000,-0.1787,505.78,-0.0021
15.080,10.1787,10.0000,-0.1787,505.73,-0.0021
15.090,10.1786,10.0000,-0.1787,505.67,-0.0022
15.100,10.1786,10.0000,-0.1786,505.61,-0.0022
15.110,10.1786,10.0000,-0.1786,505.56,-0.0022
15.120,10.1786,10.0000,-0.1786,505.50,-0.0023
15.130,10.1785,10.0000,-0.1786,505.44,-0.0023
15.140,10.1785,10.0000,-0.1785,505.39,-0.0024
15.150,10.1785,10.0000,-0.1785,505.33,-0.0024
15.160,10.1785,10.0000,-0.1785,505.28,-0.0024
15.170,10.1785,10.0000,-0.1785,505.22,-0.0025
15.180,10.1784,10.0000,-0.1785,505.17,-0.0025
15.190,10.1784,10.0000,-0.1784,505.11,-0.0025
15.200,10.1784,10.0000,-0.1784,505.06,-0.0026
15.210,10.1783,10.0000,-0.1784,505.01,-0.0026
15.220,10.1783,10.0000,-0.1783,504.95,-0.0026
15.230,10.1783,10.0000,-0.1783,504.90,-0.0027
15.240,10.1783,10.0000,-0.1783,504.85,-0.0027
15.250,10.1782,10.0000,-0.1783,504.80,-0.0027
15.260,10.1782,10.0000,-0.1782,504.74,-0.0028
15.270,10.1782,10.0000,-0.1782,504.69,-0.0028
15.280,10.1782,10.0000,-0.1782,504.64,-0.0028
15.290,10.1781,10.0000,-0.1782,504.59,-0.0029
15.300,10.1781,10.0000,-0.1781,504.54,-0.0029
15.310,10.1781,10.0000,-0.1781,504.49,-0.0029
15.320,10.1780,10.0000,-0.1781,504.44,-0.0030
15.330,10.1780,10.0000,-0.1780,504.39,-0.0030
15.340,10.1780,10.0000,-0.1780,504.34,-0.0030
15.350,10.1779,10.0000,-0.1780,504.29,-0.0031
15.360,10.1779,10.0000,-0.1779,504.24,-0.0031
15.370,10.1779,10.0000,-0.1779,504.19,-0.0031
15.380,10.1779,10.0000,-0.1779,504.14,-0.0032
15.390,10.1778,10.0000,-0.1779,504.09,-0.0032
15.400,10.1778,10.0000,-0.1778,504.05,-0.0032
15.410,10.1778,10.0000,-0.1778,504.00,-0.0033
15.420,10.1777,10.0000,-0.1778,503.95,-0.0033
15.430,10.1777,10.0000,-0.1777,503.90,-0.0033
15.440,10.1777,10.0000,-0.1777,503.86,-0.0034
15.450,10.1776,10.0000,-0.1777,503.81,-0.0034
15.460,10.1776,10.0000,-0.1776,503.76,-0.0034
15.470,10.1776,10.0000,-0.1776,503.72,-0.0034
15.480,10.1775,10.0000,-0.1776,503.67,-0.0035
15.490,10.1775,10.0000,-0.1775,503.63,-0.0035
15.500,10.1774,10.0000,-0.1775,503.58,-0.0035
15.510,10.1774,10.0000,-0.1774,503.54,-0.0036
15.520,10.1774,10.0000,-0.1774,503.49,-0.0036
15.530,10.1773,10.0000,-0.1774,503.45,-0.0036
15.540,10.1773,10.0000,-0.1773,503.40,-0.0036
15.550,10.1773,10.0000,-0.1773,503.36,-0.0037
15.560,10.1772,10.0000,-0.1773,503.31,-0.0037
15.570,10.1772,10.0000,-0.1772,503.27,-0.0037
15.580,10.1772,10.0000,-0.1772,503.23,-0.0038
15.590,10.1771,10.0000,-0.1772,503.18,-0.0038
15.600,10.1771,10.0000,-0.1771,503.14,-0.0038
15.610,10.1770,10.0000,-0.1771,503.10,-0.0038
15.620,10.1770,10.0000,-0.1770,503.06,-0.0039
15.630,10.1770,10.0000,-0.1770,503.01,-0.0039
15.640,10.1769,10.0000,-0.1770,502.97,-0.0039
15.650,10.1769,10.0000,-0.1769,502.93,-0.0039
15.660,10.1768,10.0000,-0.1769,502.89,-0.0040
15.670,10.1768,10.0000,-0.1768,502.85,-0.0040
15.680,10.1768,10.0000,-0.1768,502.81,-0.0040
15.690,10.1767,10.0000,-0.1768,502.77,-0.0040
15.700,10.1767,10.0000,-0.1767,502.73,-0.0041
15.710,10.1766,10.0000,-0.1767,502.69,-0.0041
15.720,10.1766,10.0000,-0.1766,502.65,-0.0041
15.730,10.1766,10.0000,-0.1766,502.61,-0.0041
15.740,10.1765,10.0000,-0.1766,502.57,-0.0042
15.750,10.1765,10.0000,-0.1765,502.53,-0.0042
15.760,10.1764,10.0000,-0.1765,502.49,-0.0042
15.770,10.1764,10.0000,-0.1764,502.45,-0.0042
15.780,10.1764,10.0000,-0.1764,502.41,-0.0043
15.790,10.1763,10.0000,-0.1764,502.37,-0.0043
15.800,10.1763,10.0000,-0.1763,502.33,-0.0043
15.810,10.1762,10.0000,-0.1763,502.30,-0.0043
15.820,10.1762,10.0000,-0.1762,502.26,-0.0044
15.830,10.1761,10.0000,-0.1762,502.22,-0.0044
15.840,10.1761,10.0000,-0.1761,502.18,-0.0044
15.850,10.1760,10.0000,-0.1761,502.15,-0.0044
15.860,10.1760,10.0000,-0.1760,502.11,-0.0045
15.870,10.1760,10.0000,-0.1760,502.07,-0.0045
15.880,10.1759,10.0000,-0.1760,502.04,-0.0045
15.890,10.1759,10.0000,-0.1759,502.00,-0.0045
15.900,10.1758,10.0000,-0.1759,501.97,-0.0046
15.910,10.1758,10.0000,-0.1758,501.93,-0.0046
15.920,10.1757,10.0000,-0.1758,501.89,-0.0046
15.930,10.1757,10.0000,-0.1757,501.86,-0.0046
15.940,10.1756,10.0000,-0.1757,501.82,-0.0046
15.950,10.1756,10.0000,-0.1756,501.79,-0.0047
15.960,10.1755,10.0000,-0.1756,501.75,-0.0047
15.970,10.1755,10.0000,-0.1755,501.72,-0.0047
15.980,10.1754,10.0000,-0.1755,501.68,-0.0047
15.990,10.1754,10.0000,-0.1754,501.65,-0.0047
16.000,10.1754,10.0000,-0.1754,501.62,-0.0048
16.010,10.1753,10.0000,-0.1754,501.58,-0.0048
16.020,10.1753,10.0000,-0.1753,501.55,-0.0048
16.030,10.1752,10.0000,-0.1753,501.52,-0.0048
16.040,10.1752,10.0000,-0.1752,501.48,-0.0049
16.050,10.1751,10.0000,-0.1752,501.45,-0.0049
16.060,10.1751,10.0000,-0.1751,501.42,-0.0049
16.070,10.1750,10.0000,-0.1751,501.38,-0.0049
16.080,10.1750,10.0000,-0.1750,501.35,-0.0049
16.090,10.1749,10.0000,-0.1750,501.32,-0.0050
16.100,10.1749,10.0000,-0.1749,501.29,-0.0050
16.110,10.1748,10.0000,-0.1749,501.26,-0.0050
16.120,10.1748,10.0000,-0.1748,501.22,-0.0050
16.130,10.1747,10.0000,-0.1748,501.19,-0.0050
16.140,10.1747,10.0000,-0.1747,501.16,-0.0050
16.150,10.1746,10.0000,-0.1747,501.13,-0.0051
16.160,10.1746,10.0000,-0.1746,501.10,-0.0051
16.170,10.1745,10.0000,-0.1746,501.07,-0.0051
16.180,10.1745,10.0000,-0.1745,501.04,-0.0051
16.190,10.1744,10.0000,-0.1745,501.01,-0.0051
16.200,10.1744,10.0000,-0.1744,500.98,-0.0052
16.210,10.1743,10.0000,-0.1744,500.95,-0.0052
16.220,10.1743,10.0000,-0.1743,500.92,-0.0052
16.230,10.1742,10.0000,-0.1743,500.89,-0.0052
16.240,10.1741,10.0000,-0.1742,500.86,-0.0052
16.250,10.1741,10.0000,-0.1741,500.83,-0.0053
16.260,10.1740,10.0000,-0.1741,500.80,-0.0053
16.270,10.1740,10.0000,-0.1740,500.77,-0.0053
16.280,10.1739,10.0000,-0.1740,500.74,-0.0053
16.290,10.1739,10.0000,-0.1739,500.71,-0.0053
16.300,10.1738,10.0000,-0.1739,500.69,-0.0053
16.310,10.1738,10.0000,-0.1738,500.66,-0.0054
16.320,10.1737,10.0000,-0.1738,500.63,-0.0054
16.330,10.1737,10.0000,-0.1737,500.60,-0.0054
16.340,10.1736,10.0000,-0.1737,500.57,-0.0054
16.350,10.1736,10.0000,-0.1736,500.55,-0.0054
16.360,10.1735,10.0000,-0.1736,500.52,-0.0054
16.370,10.1735,10.0000,-0.1735,500.49,-0.0055
16.380,10.1734,10.0000,-0.1735,500.46,-0.0055
16.390,10.1733,10.0000,-0.1734,500.44,-0.0055
16.400,10.1733,10.0000,-0.1733,500.41,-0.0055
16.410,10.1732,10.0000,-0.1733,500.38,-0.0055
16.420,10.1732,10.0000,-0.1732,500.36,-0.0055
16.430,10.1731,10.0000,-0.1732,500.33,-0.0056
16.440,10.1731,10.0000,-0.1731,500.30,-0.0056
16.450,10.1730,10.0000,-0.1731,500.28,-0.0056
16.460,10.1730,10.0000,-0.1730,500.25,-0.0056
16.470,10.1729,10.0000,-0.1730,500.23,-0.0056
16.480,10.1728,10.0000,-0.1729,500.20,-0.0056
16.490,10.1728,10.0000,-0.1728,500.17,-0.0056
16.500,10.1727,10.0000,-0.1728,500.15,-0.0057
16.510,10.1727,10.0000,-0.1727,500.12,-0.0057
16.520,10.1726,10.0000,-0.1727,500.10,-0.0057
16.530,10.1726,10.0000,-0.1726,500.07,-0.0057
16.540,10.1725,10.0000,-0.1726,500.05,-0.0057
16.550,10.1724,10.0000,-0.1725,500.03,-0.0057
16.560,10.1724,10.0000,-0.1724,500.00,-0.0057
16.570,10.1723,10.0000,-0.1724,499.98,-0.0058
16.580,10.1723,10.0000,-0.1723,499.95,-0.0058
16.590,10.1722,10.0000,-0.1723,499.93,-0.0058
16.600,10.1722,10.0000,-0.1722,499.90,-0.0058
16.610,10.1721,10.0000,-0.1722,499.88,-0.0058
16.620,10.1720,10.0000,-0.1721,499.86,-0.0058
16.630,10.1720,10.0000,-0.1720,499.83,-0.0058
16.640,10.1719,10.0000,-0.1720,499.81,-0.0059
16.650,10.1719,10.0000,-0.1719,499.79,-0.0059
16.660,10.1718,10.0000,-0.1719,499.76,-0.0059
16.670,10.1717,10.0000,-0.1718,499.74,-0.0059
16.680,10.1717,10.0000,-0.1717,499.72,-0.0059
16.690,10.1716,10.0000,-0.1717,499.70,-0.0059
16.700,10.1716,10.0000,-0.1716,499.67,-0.0059
16.710,10.1715,10.0000,-0.1716,499.65,-0.0060
16.720,10.1714,10.0000,-0.1715,499.63,-0.0060
16.730,10.1714,10.0000,-0.1714,499.61,-0.0060
16.740,10.1713,10.0000,-0.1714,499.59,-0.0060
16.750,10.1713,10.0000,-0.1713,499.56,-0.0060
16.760,10.1712,10.0000,-0.1713,499.54,-0.0060
16.770,10.1711,10.0000,-0.1712,499.52,-0.0060
16.780,10.1711,10.0000,-0.1711,499.50,-0.0060
16.790,10.1710,10.0000,-0.1711,499.48,-0.0061
16.800,10.1710,10.0000,-0.1710,499.46,-0.0061
16.810,10.1709,10.0000,-0.1710,499.44,-0.0061
16.820,10.1708,10.0000,-0.1709,499.41,-0.0061
16.830,10.1708,10.0000,-0.1708,499.39,-0.0061
16.840,10.1707,10.0000,-0.1708,499.37,-0.0061
16.850,10.1707,10.0000,-0.1707,499.35,-0.0061
16.860,10.1706,10.0000,-0.1707,499.33,-0.0061
16.870,10.1705,10.0000,-0.1706,499.31,-0.0061
16.880,10.1705,10.0000,-0.1705,499.29,-0.0062
16.890,10.1704,10.0000,-0.1705,499.27,-0.0062
16.900,10.1704,10.0000,-0.1704,499.25,-0.0062
16.910,10.1703,10.0000,-0.1704,499.23,-0.0062
16.920,10.1702,10.0000,-0.1703,499.21,-0.0062
16.930,10.1702,10.0000,-0.1702,499.19,-0.0062
16.940,10.1701,10.0000,-0.1702,499.17,-0.0062
16.950,10.1700,10.0000,-0.1701,499.15,-0.0062
16.960,10.1700,10.0000,-0.1700,499.13,-0.0062
16.970,10.1699,10.0000,-0.1700,499.12,-0.0063
16.980,10.1699,10.0000,-0.1699,499.10,-0.0063
16.990,10.1698,10.0000,-0.1699,499.08,-0.0063
17.000,10.1697,10.0000,-0.1698,499.06,-0.0063
17.010,10.1697,10.0000,-0.1697,499.04,-0.0063
17.020,10.1696,10.0000,-0.1697,499.02,-0.0063
17.030,10.1695,10.0000,-0.1696,499.00,-0.0063
17.040,10.1695,10.0000,-0.1695,498.99,-0.0063
17.050,10.1694,10.0000,-0.1695,498.97,-0.0063
17.060,10.1693,10.0000,-0.1694,498.95,-0.0063
17.070,10.1693,10.0000,-0.1693,498.93,-0.0064
17.080,10.1692,10.0000,-0.1693,498.91,-0.0064
17.090,10.1692,10.0000,-0.1692,498.90,-0.0064
17.100,10.1691,10.0000,-0.1692,498.88,-0.0064
17.110,10.1690,10.0000,-0.1691,498.86,-0.0064
17.120,10.1690,10.0000,-0.1690,498.84,-0.0064
17.130,10.1689,10.0000,-0.1690,498.83,-0.0064
17.140,10.1688,10.0000,-0.1689,498.81,-0.0064
17.150,10.1688,10.0000,-0.1688,498.79,-0.0064
17.160,10.1687,10.0000,-0.1688,498.77,-0.0064
17.170,10.1686,10.0000,-0.1687,498.76,-0.0065
17.180,10.1686,10.0000,-0.1686,498.74,-0.0065
17.190,10.1685,10.0000,-0.1686,498.72,-0.0065
17.200,10.1685,10.0000,-0.1685,498.71,-0.0065
17.210,10.1684,10.0000,-0.1685,498.69,-0.0065
17.220,10.1683,10.0000,-0.1684,498.68,-0.0065
17.230,10.1683,10.0000,-0.1683,498.66,-0.0065
17.240,10.1682,10.0000,-0.1683,498.64,-0.0065
17.250,10.1681,10.0000,-0.1682,498.63,-0.0065
17.260,10.1681,10.0000,-0.1681,498.61,-0.0065
17.270,10.1680,10.0000,-0.1681,498.59,-0.0065
17.280,10.1679,10.0000,-0.1680,498.58,-0.0065
17.290,10.1679,10.0000,-0.1679,498.56,-0.0066
17.300,10.1678,10.0000,-0.1679,498.55,-0.0066
17.310,10.1677,10.0000,-0.1678,498.53,-0.0066
17.320,10.1677,10.0000,-0.1677,498.52,-0.0066
17.330,10.1676,10.0000,-0.1677,498.50,-0.0066
17.340,10.1675,10.0000,-0.1676,498.49,-0.0066
17.350,10.1675,10.0000,-0.1675,498.47,-0.0066
17.360,10.1674,10.0000,-0.1675,498.46,-0.0066
17.370,10.1673,10.0000,-0.1674,498.44,-0.0066
17.380,10.1673,10.0000,-0.1673,498.43,-0.0066
17.390,10.1672,10.0000,-0.1673,498.41,-0.0066
17.400,10.1671,10.0000,-0.1672,498.40,-0.0066
17.410,10.1671,10.0000,-0.1671,498.38,-0.0066
17.420,10.1670,10.0000,-0.1671,498.37,-0.0067
17.430,10.1669,10.0000,-0.1670,498.35,-0.0067
17.440,10.1669,10.0000,-0.1669,498.34,-0.0067
17.450,10.1668,10.0000,-0.1669,498.33,-0.0067
